trial,value,running_mean
346,169,242.2478386167147
347,29,241.63505747126436
348,384,242.04297994269342
349,30,241.43714285714285
350,267,241.5099715099715
351,356,241.83522727272728
352,171,241.6345609065156
353,33,241.045197740113
354,480,241.71830985915494
355,294,241.86516853932585
356,349,242.16526610644257
357,283,242.27932960893855
358,329,242.5208913649025
359,236,242.50277777777777
360,189,242.3545706371191
361,335,242.61049723756906
362,183,242.44628099173553
363,416,242.92307692307693
364,66,242.43835616438355
365,51,241.9153005464481
366,182,241.75204359673023
367,54,241.24184782608697
368,13,240.62330623306232
369,447,241.1810810810811
370,30,240.61185983827494
371,483,241.26344086021504
372,327,241.49329758713137
373,359,241.80748663101605
374,337,242.06133333333332
375,330,242.29521276595744
376,485,242.9389920424403
377,49,242.42592592592592
378,242,242.42480211081795
379,453,242.97894736842105
380,44,242.45669291338584
381,258,242.4973821989529
382,53,242.00261096605743
383,231,241.97395833333334
384,188,241.83376623376623
385,306,242
386,291,242.1266149870801
387,361,242.43298969072166
388,250,242.45244215938303
389,487,243.0794871794872
390,382,243.43478260869566
391,115,243.10714285714286
392,89,242.71501272264632
393,5,242.11167512690355
394,58,241.64556962025316
395,340,241.8939393939394
396,156,241.67758186397984
397,408,242.09547738693468
398,169,241.91228070175438
399,405,242.32
400,327,242.53117206982543
401,426,242.98756218905473
402,312,243.1588089330025
403,267,243.21782178217822
404,84,242.8246913580247
405,353,243.0960591133005
406,132,242.82309582309583
407,217,242.75980392156862
408,455,243.27872860635696
409,220,243.2219512195122
410,13,242.661800486618
411,252,242.68446601941747
412,239,242.67554479418885
413,467,243.2173913043478
414,263,243.26506024096386
415,168,243.0841346153846
416,236,243.06714628297362
417,14,242.51913875598086
418,228,242.48448687350836
419,195,242.37142857142857
420,428,242.81235154394298
421,70,242.40284360189574
422,142,242.16548463356975
423,64,241.74528301886792
424,372,242.05176470588236
425,142,241.81690140845072
426,86,241.4519906323185
427,382,241.7803738317757
428,295,241.9044289044289
429,243,241.90697674418604
430,168,241.7354988399072
431,171,241.57175925925927
432,257,241.60739030023095
433,342,241.83870967741936
434,490,242.40919540229885
435,182,242.27064220183487
436,392,242.61327231121282
437,83,242.24885844748857
438,93,241.90888382687928
439,261,241.9522727272727
440,390,242.28798185941042
441,186,242.1606334841629
442,384,242.48081264108353
443,366,242.75900900900902
444,497,243.3303370786517
445,50,242.8968609865471
446,370,243.18120805369128
447,131,242.93080357142858
448,248,242.94209354120267
449,272,243.00666666666666
450,222,242.96008869179602
451,37,242.50442477876106
452,134,242.26490066225165
453,331,242.46035242290748
454,69,242.0791208791209
455,325,242.2609649122807
456,401,242.60831509846827
457,367,242.87991266375545
458,66,242.4945533769063
459,226,242.4586956521739
460,222,242.41431670281995
461,104,242.1147186147186
462,368,242.3866090712743
463,398,242.7219827586207
464,303,242.8516129032258
465,231,242.82618025751074
466,217,242.7708779443255
467,274,242.83760683760684
468,423,243.22174840085287
469,469,243.70212765957447
470,464,244.16985138004247
471,429,244.5614406779661
472,387,244.86257928118394
473,31,244.41139240506328
474,351,244.6357894736842
475,364,244.88655462184875
476,304,245.0104821802935
477,21,244.5418410041841
478,205,244.45929018789144
479,480,244.95
480,361,245.1912681912682
481,184,245.0643153526971
482,101,244.76604554865423
483,185,244.64256198347107
484,258,244.6701030927835
485,204,244.58641975308643
486,382,244.86858316221765
487,430,245.24795081967213
488,44,244.83640081799592
489,128,244.59795918367348
490,225,244.5580448065173
491,158,244.3821138211382
492,334,244.56389452332658
493,487,245.05465587044534
494,355,245.2767676767677
495,198,245.18145161290323
496,193,245.0764587525151
497,76,244.73694779116465
498,214,244.6753507014028
499,395,244.976
500,303,245.09181636726547
501,23,244.64940239043824
502,393,244.94433399602386
503,224,244.90277777777777
504,320,245.05148514851484
505,60,244.68577075098815
506,217,244.63116370808677
507,233,244.60826771653544
508,90,244.30451866404715
509,35,243.89411764705883
510,452,244.3013698630137
511,217,244.248046875
512,459,244.66666666666666
513,45,244.27821011673151
514,5,243.8135922330097
515,310,243.9418604651163
516,82,243.6286266924565
517,160,243.46718146718146
518,297,243.57032755298653
519,254,243.5903846153846
520,461,244.0076775431862
521,480,244.45977011494253
522,296,244.55831739961758
523,424,244.90076335877862
524,461,245.31238095238095
525,256,245.33269961977186
526,55,244.97153700189753
527,500,245.45454545454547
528,214,245.39508506616258
529,372,245.63396226415094
530,22,245.21280602636534
531,356,245.42105263157896
532,222,245.37711069418387
533,358,245.5880149812734
534,235,245.56822429906543
535,292,245.65485074626866
536,429,245.99627560521415
537,280,246.05947955390334
538,391,246.32838589981446
539,267,246.36666666666667
540,374,246.6025878003697
541,403,246.89114391143912
542,318,247.02209944751382
543,497,247.4816176470588
544,75,247.1651376146789
545,183,247.04761904761904
546,403,247.3327239488117
547,218,247.27919708029196
548,358,247.4808743169399
549,164,247.32909090909092
550,289,247.40471869328493
551,57,247.05978260869566
552,127,246.84267631103074
553,341,247.01263537906138
554,174,246.88108108108108
555,95,246.60791366906474
556,2,246.16876122082584
557,104,245.91397849462365
558,224,245.8747763864043
559,381,246.11607142857142
560,203,246.0392156862745
561,167,245.89857651245552
562,384,246.14387211367674
563,284,246.21099290780143
564,28,245.82477876106194
565,294,245.90989399293287
566,445,246.2610229276896
567,58,245.92957746478874
568,500,246.37609841827768
569,159,246.22280701754386
570,120,246.0017513134851
571,352,246.18706293706293
572,220,246.1413612565445
573,177,246.02090592334494
574,278,246.07652173913044
575,23,245.68923611111111
576,49,245.3483535528596
577,210,245.28719723183391
578,267,245.32469775474956
579,409,245.60689655172413
580,411,245.89156626506025
581,447,246.23711340206185
582,301,246.3310463121784
583,237,246.31506849315068
584,295,246.3982905982906
585,119,246.18088737201364
586,0,245.76149914821124
587,128,245.5612244897959
588,218,245.51443123938878
589,15,245.12372881355932
590,2,244.7123519458545
591,82,244.4375
592,484,244.84148397976392
593,93,244.58585858585857
594,143,244.41512605042016
595,490,244.8271812080537
596,338,244.98324958123953
597,247,244.9866220735786
598,83,244.71619365609348
599,407,244.98666666666668
600,71,244.6971713810316
601,447,245.03322259136212
602,151,244.87728026533998
603,196,244.79635761589404
604,258,244.8181818181818
605,45,244.4884488448845
606,7,244.09719934102142
607,210,244.04111842105263
608,173,243.92446633825944
609,169,243.8016393442623
610,24,243.44189852700492
611,215,243.3954248366013
612,37,243.05872756933115
613,258,243.0830618892508
614,38,242.74959349593496
615,11,242.37337662337663
616,365,242.57212317666125
617,226,242.5453074433657
618,302,242.64135702746364
619,412,242.91451612903225
620,218,242.8743961352657
621,289,242.94855305466237
622,459,243.29534510433388
623,283,243.35897435897436
624,198,243.2864
625,331,243.42651757188497
626,336,243.57416267942583
627,35,243.2420382165605
628,423,243.52782193958666
629,493,243.92380952380952
630,62,243.63549920760698
631,473,243.998417721519
632,270,244.0394944707741
633,399,244.2839116719243
634,228,244.25826771653544
635,52,243.9559748427673
636,265,243.98901098901098
637,308,244.08934169278996
638,142,243.92957746478874
639,412,244.1921875
640,459,244.52730109204367
641,420,244.8006230529595
642,234,244.78382581648523
643,183,244.68788819875778
644,200,244.6186046511628
645,268,244.6547987616099
646,187,244.56568778979909
647,62,244.28395061728395
648,300,244.36979969183358
649,214,244.3230769230769
650,320,244.43932411674348
651,125,244.25613496932516
652,47,243.95405819295559
653,95,243.7262996941896
654,472,244.07480916030534
655,187,243.9878048780488
656,243,243.986301369863
657,36,243.67021276595744
658,487,244.03945371775418
659,139,243.88030303030303
660,331,244.01210287443268
661,45,243.71148036253777
662,251,243.72247360482655
663,197,243.65210843373495
664,30,243.33082706766916
665,310,243.43093093093094
666,52,243.14392803598201
667,208,243.09131736526948
668,240,243.0866965620329
669,370,243.27611940298507
670,251,243.2876304023845
671,347,243.44196428571428
672,372,243.6329866270431
673,273,243.67655786350147
674,6,243.32444444444445
675,265,243.35650887573965
676,294,243.43131462333827
677,283,243.4896755162242
678,174,243.38733431516937
679,451,243.69264705882352
680,409,243.935389133627
681,435,244.21554252199414
682,353,244.3748169838946
683,362,244.546783625731
684,381,244.74598540145985
685,13,244.40816326530611
686,305,244.49636098981077
687,375,244.6860465116279
688,7,244.3410740203193
689,352,244.49710144927536
690,160,244.37481910274963
691,141,244.22543352601156
692,176,244.12698412698413
693,338,244.2622478386167
694,463,244.5769784172662
695,460,244.88649425287358
696,250,244.89383070301292
697,238,244.8839541547278
698,329,245.00429184549355
699,264,245.03142857142856
700,306,245.11840228245364
701,124,244.94586894586894
702,481,245.28165007112375
703,190,245.203125
704,202,245.1418439716312
705,70,244.89376770538243
706,134,244.73691654879772
707,209,244.6864406779661
708,377,244.87306064880113
709,7,244.5380281690141
710,53,244.26863572433192
711,224,244.24016853932585
712,21,243.92706872370266
713,98,243.72268907563026
714,137,243.5734265734266
715,232,243.5572625698324
716,185,243.47559274755926
717,453,243.76740947075209
718,319,243.8720445062587
719,278,243.91944444444445
720,52,243.65325936199721
721,446,243.93351800554018
722,244,243.93360995850622
723,475,244.2527624309392
724,398,244.4648275862069
725,3,244.13223140495867
726,467,244.4387895460798
727,477,244.75824175824175
728,327,244.8710562414266
729,300,244.94657534246576
730,373,245.12175102599178
731,350,245.26502732240436
732,302,245.3424283765348
733,476,245.6566757493188
734,334,245.77687074829933
735,469,246.08016304347825
736,309,246.16553595658073
737,37,245.8821138211382
738,432,246.1339648173207
739,335,246.25405405405405
740,104,246.0620782726046
741,490,246.39083557951483
742,491,246.7200538358008
743,392,246.91532258064515
744,155,246.79194630872485
745,59,246.5402144772118
746,197,246.4738955823293
747,360,246.62566844919786
748,265,246.65020026702268
749,101,246.456
750,482,246.76964047936085
751,331,246.88164893617022
752,372,247.04780876494024
753,73,246.81697612732094
754,34,246.53509933774833
755,464,246.82275132275132
756,391,247.0132100396301
757,167,246.90765171503958
758,478,247.21212121212122
759,2,246.88947368421051
760,373,247.05519053876478
761,199,246.99212598425197
762,34,246.7129750982962
763,376,246.88219895287958
764,120,246.71633986928106
765,431,246.95691906005223
766,436,247.20338983050848
767,183,247.11979166666666
768,197,247.05461638491548
769,306,247.13116883116882
770,423,247.3592736705577
771,55,247.11010362694302
772,257,247.1228978007762
773,64,246.88630490956072
774,373,247.04903225806453
775,309,247.12886597938143
776,10,246.82368082368083
777,149,246.69794344473007
778,331,246.80616174582798
779,103,246.62179487179486
780,188,246.54673495518566
781,96,246.3542199488491
782,9,246.05108556832695
783,396,246.2423469387755
784,172,246.14777070063695
785,192,246.07888040712467
786,423,246.30368487928843
787,459,246.5736040609137
788,308,246.65145754119138
789,83,246.44430379746836
790,362,246.590391908976
791,256,246.60227272727272
792,237,246.59016393442624
793,207,246.54030226700252
794,6,246.2377358490566
795,162,246.1319095477387
796,223,246.10288582183188
797,91,245.90852130325814
798,118,245.74843554443055
799,358,245.88875
800,45,245.63795255930089
801,182,245.5586034912718
802,164,245.45703611457037
803,423,245.6778606965174
804,478,245.9664596273292
805,399,246.1563275434243
806,133,246.01610904584882
807,244,246.01361386138615
808,31,245.74783683559951
809,461,246.0135802469136
810,136,245.87792848335388
811,411,246.08128078817734
812,12,245.79335793357933
813,77,245.58599508599508
814,445,245.83067484662575
815,463,246.0968137254902
816,57,245.86536107711137
817,204,245.81418092909536
818,244,245.81196581196582
819,142,245.68536585365854
820,311,245.76492082825823
821,177,245.68126520681264
822,381,245.8456865127582
823,84,245.6492718446602
824,246,245.64969696969698
825,96,245.4685230024213
826,166,245.37243047158404
827,69,245.15942028985506
828,213,245.12062726176117
829,445,245.36144578313252
830,492,245.65824308062577
831,497,245.96033653846155
832,246,245.96038415366147
833,27,245.6978417266187
834,460,245.95449101796407
835,24,245.688995215311
836,35,245.4372759856631
837,291,245.49164677804296
838,371,245.64123957091775
839,30,245.3845238095238
840,292,245.4399524375743
841,119,245.2897862232779
842,389,245.4602609727165
843,178,245.38033175355451
844,97,245.20473372781066
845,201,245.15248226950354
846,259,245.16883116883116
847,226,245.14622641509433
848,132,245.01295641931685
849,92,244.8329411764706
850,129,244.69682726204465
851,467,244.95774647887325
852,253,244.96717467760845
853,435,245.18969555035127
854,85,245.00233918128654
855,278,245.0408878504673
856,253,245.05017502917153
857,384,245.21212121212122
858,55,244.9906868451688
859,332,245.09186046511627
860,497,245.38443670150988
861,377,245.53712296983758
862,454,245.77867902665122
863,51,245.55324074074073
864,110,245.3965317919075
865,255,245.40762124711316
866,223,245.38177623990774
867,326,245.47465437788017
868,60,245.26121979286538
869,227,245.24022988505746
870,152,245.13318025258323
871,182,245.06077981651376
872,138,244.93814432989691
873,212,244.9004576659039
874,296,244.95885714285714
875,346,245.074200913242
876,320,245.15963511972635
877,423,245.3621867881549
878,1,245.08418657565414
879,480,245.35113636363636
880,136,245.22701475595915
881,367,245.36507936507937
882,267,245.38958097395243
883,70,245.19117647058823
884,390,245.354802259887
885,83,245.17155756207674
886,9,244.9052987598647
887,291,244.9572072072072
888,376,245.10461192350957
889,417,245.29775280898878
890,95,245.1290684624018
891,251,245.13565022421525
892,433,245.34602463605822
893,59,245.13758389261744
894,34,244.90167597765364
895,326,244.9921875
896,382,245.14492753623188
897,301,245.20712694877506
898,13,244.9488320355951
899,229,244.9311111111111
900,219,244.9023307436182
901,138,244.78381374722838
902,246,244.78516057585824
903,48,244.56747787610618
904,39,244.3403314917127
905,493,244.6147902869757
906,471,244.864388092613
907,366,244.9977973568282
908,334,245.0957095709571
909,4,244.83076923076922
910,416,245.01866081229417
911,185,244.952850877193
912,406,245.12924424972618
913,63,244.92997811816193
914,351,245.04590163934427
915,372,245.18449781659388
916,39,244.95965103598692
917,58,244.75599128540304
918,410,244.93579978237216
919,152,244.83478260869566
920,363,244.9630836047774
921,152,244.86225596529283
922,23,244.62188515709641
923,315,244.69805194805195
924,96,244.5372972972973
925,338,244.63822894168467
926,58,244.4368932038835
927,476,244.6864224137931
928,444,244.90096878363832
929,494,245.16881720430106
930,288,245.21482277121376
931,18,244.97103004291844
932,38,244.7491961414791
933,41,244.53104925053532
934,197,244.4802139037433
935,380,244.625
936,50,244.4172892209178
937,479,244.66737739872067
938,143,244.55910543130992
939,332,244.65212765957446
940,261,244.66950053134963
941,181,244.60191082802547
942,302,244.6627783669141
943,139,244.55084745762713
944,27,244.32063492063492
945,169,244.24101479915433
946,240,244.2365364308342
947,432,244.43459915611814
948,166,244.35194942044257
949,246,244.35368421052632
950,421,244.53943217665616
951,363,244.6638655462185
952,323,244.74606505771249
953,324,244.82914046121593
954,210,244.79267015706807
955,483,245.0418410041841
956,393,245.19644723092998
957,147,245.09394572025053
958,116,244.95933263816477
959,223,244.93645833333332
960,409,245.10718002081165
961,488,245.35966735966736
962,145,245.25545171339564
963,255,245.2655601659751
964,424,245.45077720207254
965,251,245.45652173913044
966,73,245.27817993795244
967,398,245.43595041322314
968,294,245.4860681114551
969,179,245.41752577319588
970,401,245.57775489186406
971,396,245.73251028806584
972,316,245.80472764645427
973,488,246.05338809034907
974,179,245.98461538461538
975,241,245.9795081967213
976,384,246.12077789150462
977,479,246.35889570552146
978,300,246.41368743615934
979,208,246.37448979591838
980,314,246.4434250764526
981,213,246.4093686354379
982,83,246.24313326551373
983,38,246.03150406504065
984,274,246.05989847715736
985,10,245.82048681541582
986,298,245.87335359675785
987,429,246.0587044534413
988,491,246.30637007077857
989,239,246.2989898989899
990,184,246.23612512613522
991,253,246.2429435483871
992,83,246.0785498489426
993,90,245.9215291750503
994,307,245.98291457286433
995,495,246.23293172690762
996,461,246.44834503510532
997,26,246.22745490981964
998,365,246.34634634634634
999,302,246.402
1000,482,246.63736263736263
1001,385,246.7754491017964
1002,386,246.91425722831505
1003,275,246.9422310756972
1004,3,246.6995024875622
1005,471,246.92246520874752
1006,126,246.8023833167825
1007,407,246.96130952380952
1008,394,247.10703666997026
1009,121,246.98217821782177
1010,51,246.7883283877349
1011,262,246.80335968379447
1012,435,246.98914116485687
1013,237,246.9792899408284
1014,453,247.1822660098522
1015,192,247.1279527559055
1016,358,247.2369714847591
1017,169,247.16011787819252
1018,312,247.22374877330716
1019,182,247.15980392156862
1020,327,247.23800195886386
1021,275,247.2651663405088
1022,15,247.03812316715542
1023,218,247.009765625
1024,91,246.85756097560974
1025,100,246.71442495126706
1026,14,246.48782862706912
1027,463,246.69844357976655
1028,33,246.49076773566568
1029,280,246.52330097087378
1030,478,246.7478176527643
1031,96,246.60174418604652
1032,144,246.5024201355276
1033,205,246.4622823984526
1034,328,246.54106280193236
1035,75,246.37548262548262
1036,118,246.25168756027
1037,34,246.04720616570327
1038,349,246.14629451395572
1039,193,246.09519230769232
1040,24,245.88184438040346
1041,186,245.82437619961613
1042,234,245.8130393096836
1043,314,245.87835249042146
1044,139,245.77607655502393
1045,350,245.87571701720842
1046,71,245.70869149952244
1047,263,245.72519083969465
1048,241,245.7206863679695
1049,141,245.6209523809524
1050,261,245.63558515699333
1051,327,245.71292775665398
1052,154,245.6258309591643
1053,305,245.6821631878558
1054,228,245.6654028436019
1055,3,245.43560606060606
1056,167,245.36140018921475
1057,141,245.26275992438562
1058,229,245.247403210576
1059,303,245.30188679245282
1060,289,245.3430725730443
1061,123,245.22787193973636
1062,155,245.14299153339604
1063,9,244.92105263157896
1064,122,244.8056338028169
1065,304,244.86116322701687
1066,434,245.03842549203375
1067,475,245.25374531835206
1068,13,245.03648269410664
1069,91,244.89252336448598
1070,235,244.88328664799252
1071,421,245.04757462686567
1072,88,244.90121155638397
1073,263,244.91806331471136
1074,202,244.87813953488373
1075,334,244.96096654275092
1076,392,245.0974930362117
1077,441,245.2792207792208
1078,74,245.12048192771084
1079,267,245.14074074074074
1080,22,244.93432007400554
1081,382,245.06099815157117
1082,325,245.134810710988
1083,440,245.31457564575646
1084,432,245.48663594470045
1085,465,245.68876611418048
1086,56,245.51425942962283
1087,52,245.33639705882354
1088,394,245.47291092745638
1089,159,245.3935779816514
1090,389,245.52520623281393
1091,1,245.30128205128204
1092,346,245.39341262580055
1093,192,245.34460694698356
1094,107,245.21826484018266
1095,425,245.382299270073
1096,460,245.57793983591614
1097,472,245.78415300546447
1098,255,245.79253867151957
1099,500,246.02363636363637
1100,303,246.0753860127157
1101,314,246.13702359346644
1102,390,246.26745240253854
1103,431,246.43478260869566
1104,73,246.27782805429865
1105,461,246.47197106690777
1106,422,246.6305329719964
1107,263,246.6453068592058
1108,47,246.4652840396754
1109,174,246.4
1110,262,246.41404140414042
1111,437,246.58543165467626
1112,90,246.44474393531
1113,255,246.4524236983842
1114,352,246.54708520179372
1115,225,246.52777777777777
1116,460,246.71888988361684
1117,48,246.54114490161
1118,419,246.6952636282395
1119,218,246.66964285714286
1120,18,246.4656556645852
1121,138,246.36898395721926
1122,402,246.50756901157612
1123,211,246.47597864768684
1124,126,246.36888888888888
1125,297,246.41385435168738
1126,188,246.3620230700976
1127,293,246.40336879432624
1128,258,246.41364038972543
1129,48,246.23805309734513
1130,53,246.06719717064544
1131,263,246.0821554770318
1132,334,246.15975286849073
1133,52,245.9885361552028
1134,377,246.10396475770926
1135,414,246.2517605633803
1136,169,246.18381706244503
1137,132,246.08347978910368
1138,110,245.9640035118525
1139,445,246.13859649122807
1140,431,246.30061349693253
1141,41,246.12084063047286
1142,265,246.1373578302712
1143,328,246.20891608391608
1144,209,246.1764192139738
1145,28,245.98603839441535
1146,480,246.1900610287707
1147,169,246.12282229965157
1148,496,246.3402959094865
1149,384,246.46
1150,419,246.60990443092962
1151,324,246.67708333333334
1152,163,246.60450997398092
1153,39,246.42461005199306
1154,84,246.28398268398269
1155,125,246.17906574394465
1156,235,246.1694036300778
1157,179,246.11139896373058
1158,387,246.23295944779983
1159,384,246.35172413793103
1160,131,246.25236864771747
1161,296,246.29518072289156
1162,258,246.30524505588994
1163,97,246.17697594501718
1164,101,246.05236051502146
1165,157,245.97598627787306
1166,440,246.14224507283635
1167,484,246.3458904109589
1168,239,246.33960650128316
1169,12,246.13931623931623
